epoch,train_accuracy,test_accuracy,total_accuracy
2332,1.000000,0.625000,0.906250
2333,1.000000,0.625000,0.906250
2334,1.000000,0.625000,0.906250
2335,1.000000,0.625000,0.906250
2336,1.000000,0.625000,0.906250
2337,1.000000,0.625000,0.906250
2338,1.000000,0.625000,0.906250
2339,1.000000,0.625000,0.906250
2340,1.000000,0.625000,0.906250
2341,1.000000,0.625000,0.906250
2342,1.000000,0.625000,0.906250
2343,1.000000,0.625000,0.906250
2344,1.000000,0.625000,0.906250
2345,1.000000,0.625000,0.906250
2346,1.000000,0.625000,0.906250
2347,1.000000,0.625000,0.906250
2348,1.000000,0.625000,0.906250
2349,1.000000,0.625000,0.906250
2350,1.000000,0.625000,0.906250
2351,1.000000,0.625000,0.906250
2352,1.000000,0.625000,0.906250
2353,1.000000,0.625000,0.906250
2354,1.000000,0.625000,0.906250
2355,1.000000,0.625000,0.906250
2356,1.000000,0.625000,0.906250
2357,1.000000,0.625000,0.906250
2358,1.000000,0.625000,0.906250
2359,1.000000,0.625000,0.906250
2360,1.000000,0.625000,0.906250
2361,1.000000,0.625000,0.906250
2362,1.000000,0.625000,0.906250
2363,1.000000,0.625000,0.906250
2364,1.000000,0.625000,0.906250
2365,1.000000,0.625000,0.906250
2366,1.000000,0.625000,0.906250
2367,1.000000,0.625000,0.906250
2368,1.000000,0.625000,0.906250
2369,1.000000,0.625000,0.906250
2370,1.000000,0.625000,0.906250
2371,1.000000,0.625000,0.906250
2372,1.000000,0.625000,0.906250
2373,1.000000,0.625000,0.906250
2374,1.000000,0.625000,0.906250
2375,1.000000,0.625000,0.906250
2376,1.000000,0.625000,0.906250
2377,1.000000,0.625000,0.906250
2378,1.000000,0.625000,0.906250
2379,1.000000,0.625000,0.906250
2380,1.000000,0.625000,0.906250
2381,1.000000,0.625000,0.906250
2382,1.000000,0.625000,0.906250
2383,1.000000,0.625000,0.906250
2384,1.000000,0.625000,0.906250
2385,1.000000,0.625000,0.906250
2386,1.000000,0.625000,0.906250
2387,1.000000,0.625000,0.906250
2388,1.000000,0.625000,0.906250
2389,1.000000,0.625000,0.906250
2390,1.000000,0.625000,0.906250
2391,1.000000,0.625000,0.906250
2392,1.000000,0.625000,0.906250
2393,1.000000,0.625000,0.906250
2394,1.000000,0.625000,0.906250
2395,1.000000,0.625000,0.906250
2396,1.000000,0.625000,0.906250
2397,1.000000,0.625000,0.906250
2398,1.000000,0.625000,0.906250
2399,1.000000,0.625000,0.906250
2400,1.000000,0.625000,0.906250
2401,1.000000,0.625000,0.906250
2402,1.000000,0.625000,0.906250
2403,1.000000,0.625000,0.906250
2404,1.000000,0.625000,0.906250
2405,1.000000,0.625000,0.906250
2406,1.000000,0.625000,0.906250
2407,1.000000,0.625000,0.906250
2408,1.000000,0.625000,0.906250
2409,1.000000,0.625000,0.906250
2410,1.000000,0.625000,0.906250
2411,1.000000,0.625000,0.906250
2412,1.000000,0.625000,0.906250
2413,1.000000,0.625000,0.906250
2414,1.000000,0.625000,0.906250
2415,1.000000,0.625000,0.906250
2416,1.000000,0.625000,0.906250
2417,1.000000,0.625000,0.906250
2418,1.000000,0.625000,0.906250
2419,1.000000,0.625000,0.906250
2420,1.000000,0.625000,0.906250
2421,1.000000,0.625000,0.906250
2422,1.000000,0.625000,0.906250
2423,1.000000,0.625000,0.906250
2424,1.000000,0.625000,0.906250
2425,1.000000,0.625000,0.906250
2426,1.000000,0.625000,0.906250
2427,1.000000,0.625000,0.906250
2428,1.000000,0.625000,0.906250
2429,1.000000,0.625000,0.906250
2430,1.000000,0.625000,0.906250
2431,1.000000,0.625000,0.906250
2432,1.000000,0.625000,0.906250
2433,1.000000,0.625000,0.906250
2434,1.000000,0.625000,0.906250
2435,1.000000,0.625000,0.906250
2436,1.000000,0.625000,0.906250
2437,1.000000,0.625000,0.906250
2438,1.000000,0.625000,0.906250
2439,1.000000,0.625000,0.906250
2440,1.000000,0.625000,0.906250
2441,1.000000,0.625000,0.906250
2442,1.000000,0.625000,0.906250
2443,1.000000,0.625000,0.906250
2444,1.000000,0.625000,0.906250
2445,1.000000,0.625000,0.906250
2446,1.000000,0.625000,0.906250
2447,1.000000,0.625000,0.906250
2448,1.000000,0.625000,0.906250
2449,1.000000,0.625000,0.906250
2450,1.000000,0.625000,0.906250
2451,1.000000,0.625000,0.906250
2452,1.000000,0.625000,0.906250
2453,1.000000,0.625000,0.906250
2454,1.000000,0.625000,0.906250
2455,1.000000,0.625000,0.906250
2456,1.000000,0.625000,0.906250
2457,1.000000,0.625000,0.906250
2458,1.000000,0.625000,0.906250
2459,1.000000,0.625000,0.906250
2460,1.000000,0.625000,0.906250
2461,1.000000,0.625000,0.906250
2462,1.000000,0.625000,0.906250
2463,1.000000,0.625000,0.906250
2464,1.000000,0.625000,0.906250
2465,1.000000,0.625000,0.906250
2466,1.000000,0.625000,0.906250
2467,1.000000,0.625000,0.906250
2468,1.000000,0.625000,0.906250
2469,1.000000,0.625000,0.906250
2470,1.000000,0.625000,0.906250
2471,1.000000,0.625000,0.906250
2472,1.000000,0.625000,0.906250
2473,1.000000,0.625000,0.906250
2474,1.000000,0.625000,0.906250
2475,1.000000,0.625000,0.906250
2476,1.000000,0.625000,0.906250
2477,1.000000,0.625000,0.906250
2478,1.000000,0.625000,0.906250
2479,1.000000,0.625000,0.906250
2480,1.000000,0.625000,0.906250
2481,1.000000,0.625000,0.906250
2482,1.000000,0.625000,0.906250
2483,1.000000,0.625000,0.906250
2484,1.000000,0.625000,0.906250
2485,1.000000,0.625000,0.906250
2486,1.000000,0.625000,0.906250
2487,1.000000,0.625000,0.906250
2488,1.000000,0.625000,0.906250
2489,1.000000,0.625000,0.906250
2490,1.000000,0.625000,0.906250
2491,1.000000,0.625000,0.906250
2492,1.000000,0.625000,0.906250
2493,1.000000,0.625000,0.906250
2494,1.000000,0.625000,0.906250
2495,1.000000,0.625000,0.906250
2496,1.000000,0.625000,0.906250
2497,1.000000,0.625000,0.906250
2498,1.000000,0.625000,0.906250
2499,1.000000,0.625000,0.906250
2500,1.000000,0.625000,0.906250
2501,1.000000,0.625000,0.906250
2502,1.000000,0.625000,0.906250
2503,1.000000,0.625000,0.906250
2504,1.000000,0.625000,0.906250
2505,1.000000,0.625000,0.906250
2506,1.000000,0.625000,0.906250
2507,1.000000,0.625000,0.906250
2508,1.000000,0.625000,0.906250
2509,1.000000,0.625000,0.906250
2510,1.000000,0.625000,0.906250
2511,1.000000,0.625000,0.906250
2512,1.000000,0.625000,0.906250
2513,1.000000,0.625000,0.906250
2514,1.000000,0.625000,0.906250
2515,1.000000,0.625000,0.906250
2516,1.000000,0.625000,0.906250
2517,1.000000,0.625000,0.906250
2518,1.000000,0.625000,0.906250
2519,1.000000,0.625000,0.906250
2520,1.000000,0.625000,0.906250
2521,1.000000,0.625000,0.906250
2522,1.000000,0.625000,0.906250
2523,1.000000,0.625000,0.906250
2524,1.000000,0.625000,0.906250
2525,1.000000,0.625000,0.906250
2526,1.000000,0.625000,0.906250
2527,1.000000,0.625000,0.906250
2528,1.000000,0.625000,0.906250
2529,1.000000,0.625000,0.906250
2530,1.000000,0.625000,0.906250
2531,1.000000,0.625000,0.906250
2532,1.000000,0.625000,0.906250
2533,1.000000,0.625000,0.906250
2534,1.000000,0.625000,0.906250
2535,1.000000,0.625000,0.906250
2536,1.000000,0.625000,0.906250
2537,1.000000,0.625000,0.906250
2538,1.000000,0.625000,0.906250
2539,1.000000,0.625000,0.906250
2540,1.000000,0.625000,0.906250
2541,1.000000,0.625000,0.906250
2542,1.000000,0.625000,0.906250
2543,1.000000,0.625000,0.906250
2544,1.000000,0.625000,0.906250
2545,1.000000,0.625000,0.906250
2546,1.000000,0.625000,0.906250
2547,1.000000,0.625000,0.906250
2548,1.000000,0.625000,0.906250
2549,1.000000,0.625000,0.906250
2550,1.000000,0.625000,0.906250
2551,1.000000,0.625000,0.906250
2552,1.000000,0.625000,0.906250
2553,1.000000,0.625000,0.906250
2554,1.000000,0.625000,0.906250
2555,1.000000,0.625000,0.906250
2556,1.000000,0.625000,0.906250
2557,1.000000,0.625000,0.906250
2558,1.000000,0.625000,0.906250
2559,1.000000,0.625000,0.906250
2560,1.000000,0.625000,0.906250
2561,1.000000,0.625000,0.906250
2562,1.000000,0.625000,0.906250
2563,1.000000,0.625000,0.906250
2564,1.000000,0.625000,0.906250
2565,1.000000,0.625000,0.906250
2566,1.000000,0.625000,0.906250
2567,1.000000,0.625000,0.906250
2568,1.000000,0.625000,0.906250
2569,1.000000,0.625000,0.906250
2570,1.000000,0.625000,0.906250
2571,1.000000,0.625000,0.906250
2572,1.000000,0.625000,0.906250
2573,1.000000,0.625000,0.906250
2574,1.000000,0.625000,0.906250
2575,1.000000,0.625000,0.906250
2576,1.000000,0.625000,0.906250
2577,1.000000,0.625000,0.906250
2578,1.000000,0.625000,0.906250
2579,1.000000,0.625000,0.906250
2580,1.000000,0.625000,0.906250
2581,1.000000,0.625000,0.906250
2582,1.000000,0.625000,0.906250
2583,1.000000,0.625000,0.906250
2584,1.000000,0.625000,0.906250
2585,1.000000,0.625000,0.906250
2586,1.000000,0.625000,0.906250
2587,1.000000,0.625000,0.906250
2588,1.000000,0.625000,0.906250
2589,1.000000,0.625000,0.906250
2590,1.000000,0.625000,0.906250
2591,1.000000,0.625000,0.906250
2592,1.000000,0.625000,0.906250
2593,1.000000,0.625000,0.906250
2594,1.000000,0.625000,0.906250
2595,1.000000,0.625000,0.906250
2596,1.000000,0.625000,0.906250
2597,1.000000,0.625000,0.906250
2598,1.000000,0.625000,0.906250
2599,1.000000,0.625000,0.906250
2600,1.000000,0.625000,0.906250
2601,1.000000,0.625000,0.906250
2602,1.000000,0.625000,0.906250
2603,1.000000,0.625000,0.906250
2604,1.000000,0.625000,0.906250
2605,1.000000,0.625000,0.906250
2606,1.000000,0.625000,0.906250
2607,1.000000,0.625000,0.906250
2608,1.000000,0.625000,0.906250
2609,1.000000,0.625000,0.906250
2610,1.000000,0.625000,0.906250
2611,1.000000,0.625000,0.906250
2612,1.000000,0.625000,0.906250
2613,1.000000,0.625000,0.906250
2614,1.000000,0.625000,0.906250
2615,1.000000,0.625000,0.906250
2616,1.000000,0.625000,0.906250
2617,1.000000,0.625000,0.906250
2618,1.000000,0.625000,0.906250
2619,1.000000,0.625000,0.906250
2620,1.000000,0.625000,0.906250
2621,1.000000,0.625000,0.906250
2622,1.000000,0.625000,0.906250
2623,1.000000,0.625000,0.906250
2624,1.000000,0.625000,0.906250
2625,1.000000,0.625000,0.906250
2626,1.000000,0.625000,0.906250
2627,1.000000,0.625000,0.906250
2628,1.000000,0.625000,0.906250
2629,1.000000,0.625000,0.906250
2630,1.000000,0.625000,0.906250
2631,1.000000,0.625000,0.906250
2632,1.000000,0.625000,0.906250
2633,1.000000,0.625000,0.906250
2634,1.000000,0.625000,0.906250
2635,1.000000,0.625000,0.906250
2636,1.000000,0.625000,0.906250
2637,1.000000,0.625000,0.906250
2638,1.000000,0.625000,0.906250
2639,1.000000,0.625000,0.906250
2640,1.000000,0.625000,0.906250
2641,1.000000,0.625000,0.906250
2642,1.000000,0.625000,0.906250
2643,1.000000,0.625000,0.906250
2644,1.000000,0.625000,0.906250
2645,1.000000,0.625000,0.906250
2646,1.000000,0.625000,0.906250
2647,1.000000,0.625000,0.906250
2648,1.000000,0.625000,0.906250
2649,1.000000,0.625000,0.906250
2650,1.000000,0.625000,0.906250
2651,1.000000,0.625000,0.906250
2652,1.000000,0.625000,0.906250
2653,1.000000,0.625000,0.906250
2654,1.000000,0.625000,0.906250
2655,1.000000,0.625000,0.906250
2656,1.000000,0.625000,0.906250
2657,1.000000,0.625000,0.906250
2658,1.000000,0.625000,0.906250
2659,1.000000,0.625000,0.906250
2660,1.000000,0.625000,0.906250
2661,1.000000,0.625000,0.906250
2662,1.000000,0.625000,0.906250
2663,1.000000,0.625000,0.906250
2664,1.000000,0.625000,0.906250
2665,1.000000,0.625000,0.906250
2666,1.000000,0.625000,0.906250
2667,1.000000,0.625000,0.906250
2668,1.000000,0.625000,0.906250
2669,1.000000,0.625000,0.906250
2670,1.000000,0.625000,0.906250
2671,1.000000,0.625000,0.906250
2672,1.000000,0.625000,0.906250
2673,1.000000,0.625000,0.906250
2674,1.000000,0.625000,0.906250
2675,1.000000,0.625000,0.906250
2676,1.000000,0.625000,0.906250
2677,1.000000,0.625000,0.906250
2678,1.000000,0.625000,0.906250
2679,1.000000,0.625000,0.906250
2680,1.000000,0.625000,0.906250
2681,1.000000,0.625000,0.906250
2682,1.000000,0.625000,0.906250
2683,1.000000,0.625000,0.906250
2684,1.000000,0.625000,0.906250
2685,1.000000,0.625000,0.906250
2686,1.000000,0.625000,0.906250
2687,1.000000,0.625000,0.906250
2688,1.000000,0.625000,0.906250
2689,1.000000,0.625000,0.906250
2690,1.000000,0.625000,0.906250
2691,1.000000,0.625000,0.906250
2692,1.000000,0.625000,0.906250
2693,1.000000,0.625000,0.906250
2694,1.000000,0.625000,0.906250
2695,1.000000,0.625000,0.906250
2696,1.000000,0.625000,0.906250
2697,1.000000,0.625000,0.906250
2698,1.000000,0.625000,0.906250
2699,1.000000,0.625000,0.906250
2700,1.000000,0.625000,0.906250
2701,1.000000,0.625000,0.906250
2702,1.000000,0.625000,0.906250
2703,1.000000,0.625000,0.906250
2704,1.000000,0.625000,0.906250
2705,1.000000,0.625000,0.906250
2706,1.000000,0.625000,0.906250
2707,1.000000,0.625000,0.906250
2708,1.000000,0.625000,0.906250
2709,1.000000,0.625000,0.906250
2710,1.000000,0.625000,0.906250
2711,1.000000,0.625000,0.906250
2712,1.000000,0.625000,0.906250
2713,1.000000,0.625000,0.906250
2714,1.000000,0.625000,0.906250
2715,1.000000,0.625000,0.906250
2716,1.000000,0.625000,0.906250
2717,1.000000,0.625000,0.906250
2718,1.000000,0.625000,0.906250
2719,1.000000,0.625000,0.906250
2720,1.000000,0.625000,0.906250
2721,1.000000,0.625000,0.906250
2722,1.000000,0.625000,0.906250
2723,1.000000,0.625000,0.906250
2724,1.000000,0.625000,0.906250
2725,1.000000,0.625000,0.906250
2726,1.000000,0.625000,0.906250
2727,1.000000,0.625000,0.906250
2728,1.000000,0.625000,0.906250
2729,1.000000,0.625000,0.906250
2730,1.000000,0.625000,0.906250
2731,1.000000,0.625000,0.906250
2732,1.000000,0.625000,0.906250
2733,1.000000,0.625000,0.906250
2734,1.000000,0.625000,0.906250
2735,1.000000,0.625000,0.906250
2736,1.000000,0.625000,0.906250
2737,1.000000,0.625000,0.906250
2738,1.000000,0.625000,0.906250
2739,1.000000,0.625000,0.906250
2740,1.000000,0.625000,0.906250
2741,1.000000,0.625000,0.906250
2742,1.000000,0.625000,0.906250
2743,1.000000,0.625000,0.906250
2744,1.000000,0.625000,0.906250
2745,1.000000,0.625000,0.906250
2746,1.000000,0.625000,0.906250
2747,1.000000,0.625000,0.906250
2748,1.000000,0.625000,0.906250
2749,1.000000,0.625000,0.906250
2750,1.000000,0.625000,0.906250
2751,1.000000,0.625000,0.906250
2752,1.000000,0.625000,0.906250
2753,1.000000,0.625000,0.906250
2754,1.000000,0.625000,0.906250
2755,1.000000,0.625000,0.906250
2756,1.000000,0.625000,0.906250
2757,1.000000,0.625000,0.906250
2758,1.000000,0.625000,0.906250
2759,1.000000,0.625000,0.906250
2760,1.000000,0.625000,0.906250
2761,1.000000,0.625000,0.906250
2762,1.000000,0.625000,0.906250
2763,1.000000,0.625000,0.906250
2764,1.000000,0.625000,0.906250
2765,1.000000,0.625000,0.906250
2766,1.000000,0.625000,0.906250
2767,1.000000,0.625000,0.906250
2768,1.000000,0.625000,0.906250
2769,1.000000,0.625000,0.906250
2770,1.000000,0.625000,0.906250
2771,1.000000,0.625000,0.906250
2772,1.000000,0.625000,0.906250
2773,1.000000,0.625000,0.906250
2774,1.000000,0.625000,0.906250
2775,1.000000,0.625000,0.906250
2776,1.000000,0.625000,0.906250
2777,1.000000,0.625000,0.906250
2778,1.000000,0.625000,0.906250
2779,1.000000,0.625000,0.906250
2780,1.000000,0.625000,0.906250
2781,1.000000,0.625000,0.906250
2782,1.000000,0.625000,0.906250
2783,1.000000,0.625000,0.906250
2784,1.000000,0.625000,0.906250
2785,1.000000,0.625000,0.906250
2786,1.000000,0.625000,0.906250
2787,1.000000,0.625000,0.906250
2788,1.000000,0.625000,0.906250
2789,1.000000,0.625000,0.906250
2790,1.000000,0.625000,0.906250
2791,1.000000,0.625000,0.906250
2792,1.000000,0.625000,0.906250
2793,1.000000,0.625000,0.906250
2794,1.000000,0.625000,0.906250
2795,1.000000,0.625000,0.906250
2796,1.000000,0.625000,0.906250
2797,1.000000,0.625000,0.906250
2798,1.000000,0.625000,0.906250
2799,1.000000,0.625000,0.906250
2800,1.000000,0.625000,0.906250
2801,1.000000,0.625000,0.906250
2802,1.000000,0.625000,0.906250
2803,1.000000,0.625000,0.906250
2804,1.000000,0.625000,0.906250
2805,1.000000,0.625000,0.906250
2806,1.000000,0.625000,0.906250
2807,1.000000,0.625000,0.906250
2808,1.000000,0.625000,0.906250
2809,1.000000,0.625000,0.906250
2810,1.000000,0.625000,0.906250
2811,1.000000,0.625000,0.906250
2812,1.000000,0.625000,0.906250
2813,1.000000,0.625000,0.906250
2814,1.000000,0.625000,0.906250
2815,1.000000,0.625000,0.906250
2816,1.000000,0.625000,0.906250
2817,1.000000,0.625000,0.906250
2818,1.000000,0.625000,0.906250
2819,1.000000,0.625000,0.906250
2820,1.000000,0.625000,0.906250
2821,1.000000,0.625000,0.906250
2822,1.000000,0.625000,0.906250
2823,1.000000,0.625000,0.906250
2824,1.000000,0.625000,0.906250
2825,1.000000,0.625000,0.906250
2826,1.000000,0.625000,0.906250
2827,1.000000,0.625000,0.906250
2828,1.000000,0.625000,0.906250
2829,1.000000,0.625000,0.906250
2830,1.000000,0.625000,0.906250
2831,1.000000,0.625000,0.906250
2832,1.000000,0.625000,0.906250
2833,1.000000,0.625000,0.906250
2834,1.000000,0.625000,0.906250
2835,1.000000,0.625000,0.906250
2836,1.000000,0.625000,0.906250
2837,1.000000,0.625000,0.906250
2838,1.000000,0.625000,0.906250
2839,1.000000,0.625000,0.906250
2840,1.000000,0.625000,0.906250
2841,1.000000,0.625000,0.906250
2842,1.000000,0.625000,0.906250
2843,1.000000,0.625000,0.906250
2844,1.000000,0.625000,0.906250
2845,1.000000,0.625000,0.906250
2846,1.000000,0.625000,0.906250
2847,1.000000,0.625000,0.906250
2848,1.000000,0.625000,0.906250
2849,1.000000,0.625000,0.906250
2850,1.000000,0.625000,0.906250
2851,1.000000,0.625000,0.906250
2852,1.000000,0.625000,0.906250
2853,1.000000,0.625000,0.906250
2854,1.000000,0.625000,0.906250
2855,1.000000,0.625000,0.906250
2856,1.000000,0.625000,0.906250
2857,1.000000,0.625000,0.906250
2858,1.000000,0.625000,0.906250
2859,1.000000,0.625000,0.906250
2860,1.000000,0.625000,0.906250
2861,1.000000,0.625000,0.906250
2862,1.000000,0.625000,0.906250
2863,1.000000,0.625000,0.906250
2864,1.000000,0.625000,0.906250
2865,1.000000,0.625000,0.906250
2866,1.000000,0.625000,0.906250
2867,1.000000,0.625000,0.906250
2868,1.000000,0.625000,0.906250
2869,1.000000,0.625000,0.906250
2870,1.000000,0.625000,0.906250
2871,1.000000,0.625000,0.906250
2872,1.000000,0.625000,0.906250
2873,1.000000,0.625000,0.906250
2874,1.000000,0.625000,0.906250
2875,1.000000,0.625000,0.906250
2876,1.000000,0.625000,0.906250
2877,1.000000,0.625000,0.906250
2878,1.000000,0.625000,0.906250
2879,1.000000,0.625000,0.906250
2880,1.000000,0.625000,0.906250
2881,1.000000,0.625000,0.906250
2882,1.000000,0.625000,0.906250
2883,1.000000,0.625000,0.906250
2884,1.000000,0.625000,0.906250
2885,1.000000,0.625000,0.906250
2886,1.000000,0.625000,0.906250
2887,1.000000,0.625000,0.906250
2888,1.000000,0.625000,0.906250
2889,1.000000,0.625000,0.906250
2890,1.000000,0.625000,0.906250
2891,1.000000,0.625000,0.906250
2892,1.000000,0.625000,0.906250
2893,1.000000,0.625000,0.906250
2894,1.000000,0.625000,0.906250
2895,1.000000,0.625000,0.906250
2896,1.000000,0.625000,0.906250
2897,1.000000,0.625000,0.906250
2898,1.000000,0.625000,0.906250
2899,1.000000,0.625000,0.906250
2900,1.000000,0.625000,0.906250
2901,1.000000,0.625000,0.906250
2902,1.000000,0.625000,0.906250
2903,1.000000,0.625000,0.906250
2904,1.000000,0.625000,0.906250
2905,1.000000,0.625000,0.906250
2906,1.000000,0.625000,0.906250
2907,1.000000,0.625000,0.906250
2908,1.000000,0.625000,0.906250
2909,1.000000,0.625000,0.906250
2910,1.000000,0.625000,0.906250
2911,1.000000,0.625000,0.906250
2912,1.000000,0.625000,0.906250
2913,1.000000,0.625000,0.906250
2914,1.000000,0.625000,0.906250
2915,1.000000,0.625000,0.906250
2916,1.000000,0.625000,0.906250
2917,1.000000,0.625000,0.906250
2918,1.000000,0.625000,0.906250
2919,1.000000,0.625000,0.906250
2920,1.000000,0.625000,0.906250
2921,1.000000,0.625000,0.906250
2922,1.000000,0.625000,0.906250
2923,1.000000,0.625000,0.906250
2924,1.000000,0.625000,0.906250
2925,1.000000,0.625000,0.906250
2926,1.000000,0.625000,0.906250
2927,1.000000,0.625000,0.906250
2928,1.000000,0.625000,0.906250
2929,1.000000,0.625000,0.906250
2930,1.000000,0.625000,0.906250
2931,1.000000,0.625000,0.906250
2932,1.000000,0.625000,0.906250
2933,1.000000,0.625000,0.906250
2934,1.000000,0.625000,0.906250
2935,1.000000,0.625000,0.906250
2936,1.000000,0.625000,0.906250
2937,1.000000,0.625000,0.906250
2938,1.000000,0.625000,0.906250
2939,1.000000,0.625000,0.906250
2940,1.000000,0.625000,0.906250
2941,1.000000,0.625000,0.906250
2942,1.000000,0.625000,0.906250
2943,1.000000,0.625000,0.906250
2944,1.000000,0.625000,0.906250
2945,1.000000,0.625000,0.906250
2946,1.000000,0.625000,0.906250
2947,1.000000,0.625000,0.906250
2948,1.000000,0.625000,0.906250
2949,1.000000,0.625000,0.906250
2950,1.000000,0.625000,0.906250
2951,1.000000,0.625000,0.906250
2952,1.000000,0.625000,0.906250
2953,1.000000,0.625000,0.906250
2954,1.000000,0.625000,0.906250
2955,1.000000,0.625000,0.906250
2956,1.000000,0.625000,0.906250
2957,1.000000,0.625000,0.906250
2958,1.000000,0.625000,0.906250
2959,1.000000,0.625000,0.906250
2960,1.000000,0.625000,0.906250
2961,1.000000,0.625000,0.906250
2962,1.000000,0.625000,0.906250
2963,1.000000,0.625000,0.906250
2964,1.000000,0.625000,0.906250
2965,1.000000,0.625000,0.906250
2966,1.000000,0.625000,0.906250
2967,1.000000,0.625000,0.906250
2968,1.000000,0.625000,0.906250
2969,1.000000,0.625000,0.906250
2970,1.000000,0.625000,0.906250
2971,1.000000,0.625000,0.906250
2972,1.000000,0.625000,0.906250
2973,1.000000,0.625000,0.906250
2974,1.000000,0.625000,0.906250
2975,1.000000,0.625000,0.906250
2976,1.000000,0.625000,0.906250
2977,1.000000,0.625000,0.906250
2978,1.000000,0.625000,0.906250
2979,1.000000,0.625000,0.906250
2980,1.000000,0.625000,0.906250
2981,1.000000,0.625000,0.906250
2982,1.000000,0.625000,0.906250
2983,1.000000,0.625000,0.906250
2984,1.000000,0.625000,0.906250
2985,1.000000,0.625000,0.906250
2986,1.000000,0.625000,0.906250
2987,1.000000,0.625000,0.906250
2988,1.000000,0.625000,0.906250
2989,1.000000,0.625000,0.906250
2990,1.000000,0.625000,0.906250
2991,1.000000,0.625000,0.906250
2992,1.000000,0.625000,0.906250
2993,1.000000,0.625000,0.906250
2994,1.000000,0.625000,0.906250
2995,1.000000,0.625000,0.906250
2996,1.000000,0.625000,0.906250
2997,1.000000,0.625000,0.906250
2998,1.000000,0.625000,0.906250
2999,1.000000,0.625000,0.906250
3000,1.000000,0.625000,0.906250
3001,1.000000,0.625000,0.906250
3002,1.000000,0.625000,0.906250
3003,1.000000,0.625000,0.906250
3004,1.000000,0.625000,0.906250
3005,1.000000,0.625000,0.906250
3006,1.000000,0.625000,0.906250
3007,1.000000,0.625000,0.906250
3008,1.000000,0.625000,0.906250
3009,1.000000,0.625000,0.906250
3010,1.000000,0.625000,0.906250
3011,1.000000,0.625000,0.906250
3012,1.000000,0.625000,0.906250
3013,1.000000,0.625000,0.906250
3014,1.000000,0.625000,0.906250
3015,1.000000,0.625000,0.906250
3016,1.000000,0.625000,0.906250
3017,1.000000,0.625000,0.906250
3018,1.000000,0.625000,0.906250
3019,1.000000,0.625000,0.906250
3020,1.000000,0.625000,0.906250
3021,1.000000,0.625000,0.906250
3022,1.000000,0.625000,0.906250
3023,1.000000,0.625000,0.906250
3024,1.000000,0.625000,0.906250
3025,1.000000,0.625000,0.906250
3026,1.000000,0.625000,0.906250
3027,1.000000,0.625000,0.906250
3028,1.000000,0.625000,0.906250
3029,1.000000,0.625000,0.906250
3030,1.000000,0.625000,0.906250
3031,1.000000,0.625000,0.906250
3032,1.000000,0.625000,0.906250
3033,1.000000,0.625000,0.906250
3034,1.000000,0.625000,0.906250
3035,1.000000,0.625000,0.906250
3036,1.000000,0.625000,0.906250
3037,1.000000,0.625000,0.906250
3038,1.000000,0.625000,0.906250
3039,1.000000,0.625000,0.906250
3040,1.000000,0.625000,0.906250
3041,1.000000,0.625000,0.906250
3042,1.000000,0.625000,0.906250
3043,1.000000,0.625000,0.906250
3044,1.000000,0.625000,0.906250
3045,1.000000,0.625000,0.906250
3046,1.000000,0.625000,0.906250
3047,1.000000,0.625000,0.906250
3048,1.000000,0.625000,0.906250
3049,1.000000,0.625000,0.906250
3050,1.000000,0.625000,0.906250
3051,1.000000,0.625000,0.906250
3052,1.000000,0.625000,0.906250
3053,1.000000,0.625000,0.906250
3054,1.000000,0.625000,0.906250
3055,1.000000,0.625000,0.906250
3056,1.000000,0.625000,0.906250
3057,1.000000,0.625000,0.906250
3058,1.000000,0.625000,0.906250
3059,1.000000,0.625000,0.906250
3060,1.000000,0.625000,0.906250
3061,1.000000,0.625000,0.906250
3062,1.000000,0.625000,0.906250
3063,1.000000,0.625000,0.906250
3064,1.000000,0.625000,0.906250
3065,1.000000,0.625000,0.906250
3066,1.000000,0.625000,0.906250
3067,1.000000,0.625000,0.906250
3068,1.000000,0.625000,0.906250
3069,1.000000,0.625000,0.906250
3070,1.000000,0.625000,0.906250
3071,1.000000,0.625000,0.906250
3072,1.000000,0.625000,0.906250
3073,1.000000,0.625000,0.906250
3074,1.000000,0.625000,0.906250
3075,1.000000,0.625000,0.906250
3076,1.000000,0.625000,0.906250
3077,1.000000,0.625000,0.906250
3078,1.000000,0.625000,0.906250
3079,1.000000,0.625000,0.906250
3080,1.000000,0.625000,0.906250
3081,1.000000,0.625000,0.906250
3082,1.000000,0.625000,0.906250
3083,1.000000,0.625000,0.906250
3084,1.000000,0.625000,0.906250
3085,1.000000,0.625000,0.906250
3086,1.000000,0.625000,0.906250
3087,1.000000,0.625000,0.906250
3088,1.000000,0.625000,0.906250
3089,1.000000,0.625000,0.906250
3090,1.000000,0.625000,0.906250
3091,1.000000,0.625000,0.906250
3092,1.000000,0.625000,0.906250
3093,1.000000,0.625000,0.906250
3094,1.000000,0.625000,0.906250
3095,1.000000,0.625000,0.906250
3096,1.000000,0.625000,0.906250
3097,1.000000,0.625000,0.906250
3098,1.000000,0.625000,0.906250
3099,1.000000,0.625000,0.906250
3100,1.000000,0.625000,0.906250
3101,1.000000,0.625000,0.906250
3102,1.000000,0.625000,0.906250
3103,1.000000,0.625000,0.906250
3104,1.000000,0.625000,0.906250
3105,1.000000,0.625000,0.906250
3106,1.000000,0.625000,0.906250
3107,1.000000,0.625000,0.906250
